latitude,Longitude,name,id,capacity
40.728846,-74.008591,Greenwich St & W Houston St,347,54
40.71850211,-73.98329859,Rivington St & Ridge St,349,61
40.71559509,-73.9870295,Clinton St & Grand St,350,47
40.70530954,-74.00612572,Front St & Maiden Ln,351,39
40.68539567,-73.97431458,S Portland Ave & Hanson Pl,353,27
40.69363137,-73.96223558,Emerson Pl & Myrtle Ave,354,47
40.71602118,-73.99974372,Bayard St & Baxter St,355,43
40.71622644,-73.98261206,Bialystoker Pl & Delancey St,356,23
40.73291553,-74.00711384,Christopher St & Greenwich St,358,50
40.75510267,-73.97498696,E 47 St & Park Ave,359,79
40.70717936,-74.00887308,William St & Pine St,360,39
40.71605866,-73.99190759,Allen St & Hester St,361,79
40.75172632,-73.98753523,Broadway & W 37 St,362,57
40.70834698,-74.01713445,West Thames St,363,49
40.68900443,-73.96023854,Lafayette Ave & Classon Ave,364,27
40.693261,-73.968896,Clinton Ave & Myrtle Ave,366,33
40.75828065,-73.97069431,E 53 St & Lexington Ave,367,43
40.73038599,-74.00214988,Carmine St & 6 Ave,368,47
40.73224119,-74.00026394,Washington Pl & 6 Ave,369,76
40.694546087246025,-73.95801365375519,Franklin Ave & Myrtle Ave,372,27
40.69331716,-73.95381995,Willoughby Ave & Walworth St,373,19
40.70862144,-74.00722156,John St & William St,376,43
40.72243797,-74.00566443,6 Ave & Canal St,377,49
40.749156,-73.9916,W 31 St & 7 Ave,379,56
40.73401143,-74.00293877,W 4 St & 7 Ave S,380,42
40.735238,-74.000271,Greenwich Ave & Charles St,383,39
40.75797322,-73.96603308,E 55 St & 2 Ave,385,29
40.71494807,-74.00234482,Centre St & Worth St,386,82
40.71273266,-74.0046073,Centre St & Chambers St,387,39
40.749717753,-74.002950346,W 26 St & 10 Ave,388,35
40.71044554,-73.96525063,Broadway & Berry St,389,27
40.69221589,-73.9842844,Duffield St & Willoughby St,390,31
40.69760127,-73.99344559,Clark St & Henry St,391,43
40.695065,-73.987167,Jay St & Tech Pl,392,35
40.72299208,-73.97995466,E 5 St & Avenue C,393,37
40.72521311,-73.97768752,E 9 St & Avenue C,394,34
40.680342423,-73.9557689392,Lefferts Pl & Franklin Ave,396,25
40.68415748,-73.96922273,Fulton St & Clermont Ave,397,75
40.69165183,-73.9999786,Atlantic Ave & Furman St,398,37
40.68851534,-73.9647628,Lafayette Ave & St James Pl,399,39
40.71926081,-73.98178024,Pitt St & Stanton St,400,15
40.72019576,-73.98997825,Allen St & Rivington St,401,42
40.7403432,-73.98955109,Broadway & E 22 St,402,41
40.72502876,-73.99069656,E 2 St & 2 Ave,403,58
40.739323,-74.008119,Washington St & Gansevoort St,405,51
40.69512845,-73.99595065,Hicks St & Montague St,406,20
40.71076228,-73.99400398,Market St & Cherry St,408,45
40.72066442,-73.98517977,Suffolk St & Stanton St,410,79
40.72228087,-73.97668709,E 6 St & Avenue D,411,31
40.7158155,-73.99422366,Forsyth St & Canal St,412,29
40.7047177,-74.00926027,Pearl St & Hanover Square,415,46
40.68753406,-73.97265183,Cumberland St & Lafayette Ave,416,31
40.71291224,-74.01020234,Barclay St & Church St,417,25
40.70224,-73.982578,Front St & Gold St,418,37
40.69580705,-73.97355569,Carlton Ave & Park Ave,419,23
40.68764484,-73.96968902,Clermont Ave & Lafayette Ave,420,51
40.69573398,-73.97129668,Clermont Ave & Park Ave,421,19
40.770513,-73.988038,W 59 St & 10 Ave,422,79
40.76584941,-73.98690506,W 54 St & 9 Ave,423,27
40.71754834,-74.01322069,West St & Chambers St,426,31
40.701907,-74.013942,Bus Slip & State St,427,47
40.72467721,-73.98783413,E 3 St & 1 Ave,428,41
40.72621788,-73.98379855,E 7 St & Avenue A,432,31
40.74317449,-74.00366443,9 Ave & W 18 St,434,60
40.74173969,-73.99415556,W 21 St & 6 Ave,435,50
40.68216564,-73.95399026,Hancock St & Bedford Ave,436,27
40.6809833854,-73.9500479759,Macon St & Nostrand Ave,437,24
40.72779126,-73.98564945,St Marks Pl & 1 Ave,438,47
40.7262807,-73.98978041,E 4 St & 2 Ave,439,43
40.75255434,-73.97282625,E 45 St & 3 Ave,440,32
40.746647,-73.993915,W 27 St & 7 Ave,442,51
40.70853074,-73.96408963,Bedford Ave & S 9 St,443,23
40.72740794,-73.98142006,E 10 St & Avenue A,445,81
40.74487634,-73.99529885,W 24 St & 7 Ave,446,79
40.76370739,-73.9851615,8 Ave & W 52 St,447,31
40.75660359,-73.9979009,W 37 St & 10 Ave,448,27
40.76227205,-73.98788205,W 49 St & 8 Ave,450,67
40.74475148,-73.99915362,W 22 St & 8 Ave,453,66
40.75455731,-73.96592976,E 51 St & 1 Ave,454,35
40.75001986,-73.96905301,1 Ave & E 44 St,455,59
40.7597108,-73.97402311,E 53 St & Madison Ave,456,34
40.76695317,-73.98169333,Broadway & W 58 St,457,79
40.751396,-74.005226,11 Ave & W 27 St,458,31
40.71285887,-73.96590294,S 4 St & Wythe Ave,460,25
40.73587678,-73.98205027,E 20 St & 2 Ave,461,56
40.74691959,-74.00451887,W 22 St & 10 Ave,462,77
40.75934501,-73.96759673,E 56 St & 3 Ave,464,53
40.75513557,-73.98658032,Broadway & W 41 St,465,39
40.74395411,-73.99144871,W 25 St & 6 Ave,466,35
40.68312489,-73.97895137,Dean St & 4 Ave,467,34
40.7652654,-73.98192338,Broadway & W 56 St,468,65
40.76344058,-73.98268129,Broadway & W 53 St,469,57
40.74345335,-74.00004031,W 20 St & 8 Ave,470,84
40.71286844,-73.95698119,Grand St & Havemeyer St,471,31
40.7457121,-73.98194829,E 32 St & Park Ave,472,55
40.72110063,-73.9919254,Rivington St & Chrystie St,473,64
40.7451677,-73.98683077,5 Ave & E 29 St,474,56
40.74394314,-73.97966069,E 31 St & 3 Ave,476,65
40.75640548,-73.9900262,W 41 St & 8 Ave,477,71
40.76030096,-73.99884222,11 Ave & W 41 St,478,37
40.76019252,-73.9912551,9 Ave & W 45 St,479,31
40.76669671,-73.99061728,W 53 St & 10 Ave,480,29
40.71260486,-73.96264403,S 3 St & Bedford Ave,481,25
40.73935542,-73.99931783,W 15 St & 7 Ave,482,79
40.73223272,-73.98889957,E 12 St & 3 Ave,483,48
40.75500254,-73.98014437,W 44 St & 5 Ave,484,46
40.75038009,-73.98338988,W 37 St & 5 Ave,485,40
40.7462009,-73.98855723,Broadway & W 29 St,486,41
40.73314259,-73.97573881,E 20 St & FDR Drive,487,35
40.75066386,-74.00176802,10 Ave & W 28 St,489,49
40.751551,-73.993934,8 Ave & W 33 St,490,66
40.75019995,-73.99093085,W 33 St & 7 Ave,492,68
40.74734825,-73.99723551,W 26 St & 8 Ave,494,66
40.76269882,-73.99301222,W 47 St & 10 Ave,495,39
40.73726186,-73.99238967,E 16 St & 5 Ave,496,65
40.73704984,-73.99009296,E 17 St & Broadway,497,66
40.76915505,-73.98191841,Broadway & W 60 St,499,36
40.76228826,-73.98336183,Broadway & W 51 St,500,52
40.744219,-73.97121214,FDR Drive & E 35 St,501,83
40.714211,-73.981095,Henry St & Grand St,502,36
40.73827428,-73.98751968,E 20 St & Park Ave,503,31
40.73221853,-73.98165557,1 Ave & E 16 St,504,54
40.74901271,-73.98848395,6 Ave & W 33 St,505,52
40.73912601,-73.97973776,E 25 St & 2 Ave,507,45
40.76341379,-73.99667444,W 46 St & 11 Ave,508,25
40.7454973,-74.00197139,9 Ave & W 22 St,509,61
40.7606597,-73.98042047,W 51 St & 6 Ave,510,55
40.72938685,-73.97772429,E 14 St & Avenue B,511,31
40.7500727,-73.99839279,W 29 St & 9 Ave,512,29
40.768254,-73.988639,W 56 St & 10 Ave,513,29
40.76087502,-74.00277668,12 Ave & W 40 St,514,51
40.76009437,-73.99461843,W 43 St & 10 Ave,515,79
40.75206862,-73.96784384,E 47 St & 1 Ave,516,31
40.751581,-73.97791,Pershing Square South,517,69
40.751873,-73.977706,Pershing Square North,519,69
40.75714758,-73.97207836,E 51 St & Lexington Ave,522,51
40.75594159,-74.0021163,W 34 St & 11 Ave,525,56
40.74765947,-73.98490707,E 33 St & 5 Ave,526,40
40.74290902,-73.97706058,2 Ave & E 31 St,528,39
40.7575699,-73.99098507,W 42 St & 8 Ave,529,41
40.77149671054441,-73.99046033620834,11 Ave & W 59 St,530,24
40.71893904,-73.99266288,Forsyth St & Broome St,531,66
40.710451,-73.960876,S 5 Pl & S 5 St,532,43
40.75299641,-73.98721619,Broadway & W 38 St,533,47
40.70255065,-74.0127234,Water - Whitehall Plaza,534,31
40.74144387,-73.97536082,1 Ave & E 30 St,536,29
40.74025878,-73.98409214,Lexington Ave & E 24 St,537,53
40.71534825,-73.96024116,Metropolitan Ave & Bedford Ave,539,31
40.74311555376486,-73.98215353488922,Lexington Ave & E 29 St,540,54
40.736502,-73.97809472,E 23 St & 1 Ave,545,27
40.74444921,-73.98303529,E 30 St & Park Ave S,546,45
40.70255088,-73.98940236,Front St & Washington St,2000,57
40.716887,-73.963198,Wythe Ave & Metropolitan Ave,2002,27
40.733812191966315,-73.98054420948029,1 Ave & E 18 St,2003,54
40.70531194,-73.97100056,Railroad Ave & Kay Ave,2005,12
40.76590936,-73.97634151,Central Park S & 6 Ave,2006,49
40.70569254,-74.01677685,Little West St & 1 Pl,2008,24
40.71117444,-73.99682619,Catherine St & Monroe St,2009,35
40.72170005235607,-74.00238141417502,Grand St & Greene St,2010,65
40.739445,-73.976806,E 27 St & 1 Ave,2012,41
40.75022392,-73.97121414,E 43 St & 2 Ave,2017,39
40.75929124,-73.98859651,W 45 St & 8 Ave,2021,65
40.759107,-73.959223,E 60 St & York Ave,2022,33
40.72036775298455,-73.96165072917938,Kent Ave & N 7 St,3016,54
40.67890679,-73.94142771,Kingston Ave & Herkimer St,3041,24
40.6794268,-73.9298911,Fulton St & Utica Ave,3042,19
40.6814598,-73.934903,Lewis Ave & Decatur St,3043,19
40.6800105,-73.938475,Albany Ave & Fulton St,3044,27
40.682601,-73.938037,Marcus Garvey Blvd & Macon St,3046,19
40.6823687,-73.944118,Halsey St & Tompkins Ave,3047,21
40.68402,-73.94977,Putnam Ave & Nostrand Ave,3048,19
40.68488,-73.96304,Cambridge Pl & Gates Ave,3049,18
40.6851532,-73.94111,Putnam Ave & Throop Ave,3050,21
40.686312,-73.935775,Lewis Ave & Madison St,3052,23
40.6900815,-73.947915,Marcy Ave & Lafayette Ave,3053,23
40.6894932,-73.942061,Greene Ave & Throop Ave,3054,19
40.6883337,-73.950916,Greene Ave & Nostrand Ave,3055,23
40.69072549,-73.95133465,Kosciuszko St & Nostrand Ave,3056,23
40.69128258,-73.9452416,Kosciuszko St & Tompkins Ave,3057,18
40.69237074,-73.93705428,Lewis Ave & Kosciuszko St,3058,24
40.6933982,-73.939877,Pulaski St & Marcus Garvey Blvd,3059,19
40.69425403,-73.94626915,Willoughby Ave & Tompkins Ave,3060,19
40.69622937,-73.94371094,Throop Ave & Myrtle Ave,3061,21
40.69539817,-73.94954908,Myrtle Ave & Marcy Ave,3062,23
40.69527008,-73.95238108,Nostrand Ave & Myrtle Ave,3063,20
40.69681963,-73.93756926,Myrtle Ave & Lewis Ave,3064,23
40.70029511,-73.95032283,Union Ave & Wallabout St,3065,31
40.69957608,-73.94708417,Tompkins Ave & Hopkins St,3066,19
40.7016657,-73.9437303,Broadway & Whipple St,3067,27
40.7031724,-73.940636,Humboldt St & Varet St,3068,42
40.70411791,-73.94818595,Lorimer St & Broadway,3069,29
40.70510918,-73.94407279,McKibbin St & Manhattan Ave,3070,23
40.70538077,-73.94976519,Boerum St & Broadway,3071,19
40.70583339,-73.94644578,Leonard St & Boerum St,3072,24
40.70767788,-73.94016171,Montrose Ave & Bushwick Ave,3074,42
40.70708701,-73.95796783,Division Ave & Marcy Ave,3075,33
40.70870368,-73.9448625,Scholes St & Manhattan Ave,3076,36
40.70877084,-73.95095259,Stagg St & Union Ave,3077,33
40.70924826276157,-73.96063148975372,Broadway & Roebling St,3078,27
40.70934,-73.95608,S 4 St & Rodney St,3080,21
40.711863,-73.944024,Graham Ave & Grand St,3081,29
40.71167351,-73.95141312,Hope St & Union Ave,3082,25
40.71247661,-73.94100005,Bushwick Ave & Powers St,3083,32
40.71469,-73.95739,Roebling St & N 4 St,3085,25
40.715143,-73.944507,Graham Ave & Conselyea St,3086,30
40.71413311,-73.95234386,Metropolitan Ave & Meeker Ave,3087,30
40.7160751,-73.952029,Union Ave & Jackson St,3088,19
40.7190095,-73.95852515,Berry St & N 8 St,3092,27
40.71745169,-73.95850939,N 6 St & Bedford Ave,3093,28
40.7169811,-73.94485918,Graham Ave & Withers St,3094,18
40.71929301,-73.94500379,Graham Ave & Herbert St,3095,26
40.71924,-73.95242,Union Ave & N 12 St,3096,39
40.724812564400175,-73.94752621650696,Nassau Ave & Newell St,3100,51
40.72079821,-73.95484712,N 12 St & Bedford Ave,3101,27
40.72179134,-73.9504154,Driggs Ave & Lorimer St,3102,27
40.724055,-73.955736,N 15 St & Wythe Ave,3105,24
40.72325,-73.94308,Driggs Ave & N Henry St,3106,22
40.72311651,-73.95212324,Bedford Ave & Nassau Ave,3107,39
40.72557,-73.94434,Nassau Ave & Russell St,3108,51
40.72606,-73.95621,Banker St & Meserole Ave,3109,31
40.72708584,-73.95299117,Meserole Ave & Manhattan Ave,3110,28
40.72906,-73.95779,Milton St & Franklin St,3112,33
40.73026,-73.95394,Greenpoint Ave & Manhattan Ave,3113,27
40.73232194,-73.9550858,India St & Manhattan Ave,3115,50
40.73266,-73.95826,Huron St & Franklin St,3116,35
40.73564,-73.95866,Franklin St & Dupont St,3117,27
40.73555,-73.95284,McGuinness Blvd & Eagle St,3118,42
40.74232744,-73.95411749,Vernon Blvd & 50 Ave,3119,45
40.74524768,-73.94733276,Jackson Ave & 46 Rd,3121,27
40.744363287066875,-73.9558732509613,48 Ave & 5 St,3122,79
40.74469738,-73.93540375,31 St & Thomson Ave,3123,47
40.74731,-73.95451,46 Ave & 5 St,3124,43
40.74708586,-73.94977234,45 Rd & 11 St,3125,23
40.74718234,-73.9432635,44 Dr & Jackson Ave,3126,34
40.74966,-73.9521,9 St & 44 Rd,3127,34
40.75052534,-73.94594845,21 St & 43 Ave,3128,27
40.75110165,-73.94073717,Queens Plaza North & Crescent St,3129,40
40.75325964,-73.94335788,21 St & Queens Plaza North,3130,34
40.76712840349542,-73.96224617958069,E 68 St & 3 Ave,3131,36
40.76350532,-73.97109243,E 59 St & Madison Ave,3132,0
40.76312584,-73.96526895,3 Ave & E 62 St,3134,51
40.77112927,-73.95772297,E 75 St & 3 Ave,3135,41
40.766368,-73.971518,5 Ave & E 63 St,3136,51
40.77282817,-73.96685276,5 Ave & E 72 St,3137,31
40.77118287540658,-73.96409422159195,E 72 St & Park Ave,3139,43
40.77140426,-73.9535166,1 Ave & E 78 St,3140,57
40.76500525,-73.95818491,1 Ave & E 68 St,3141,62
40.7612274,-73.96094022,1 Ave & E 62 St,3142,45
40.77632142182271,-73.96427392959595,5 Ave & E 78 St,3143,47
40.77677702,-73.9590097,E 81 St & Park Ave,3144,46
40.77862688,-73.95772073,E 84 St & Park Ave,3145,45
40.77573034,-73.9567526,E 81 St & 3 Ave,3146,47
40.77801203,-73.95407149,E 85 St & 3 Ave,3147,39
40.77565541,-73.95068615,E 84 St & 1 Ave,3148,31
40.77536905,-73.94803392,E 85 St & York Ave,3150,47
40.7728384,-73.94989233,E 81 St & York Ave,3151,47
40.76873687,-73.96119945,3 Ave & E 71 St,3152,42
40.77314236,-73.95856158,E 77 St & 3 Ave,3154,46
40.76663814,-73.95348296,E 72 St & York Ave,3156,37
40.77518615,-73.94446054,East End Ave & E 86 St,3157,27
40.77163851,-73.98261428,W 63 St & Broadway,3158,31
40.77492513,-73.98266566,W 67 St & Broadway,3159,31
40.77896784,-73.97374737,Central Park West & W 76 St,3160,39
40.7801839724239,-73.97728532552719,W 76 St & Columbus Ave,3161,59
40.7734066,-73.97782542,Central Park West & W 68 St,3163,43
40.7770575,-73.97898475,Columbus Ave & W 72 St,3164,66
40.77579376683666,-73.9762057363987,Central Park West & W 72 St,3165,51
40.78057799010334,-73.98562431335449,Riverside Dr & W 72 St,3166,41
40.77966809007312,-73.98093044757842,Amsterdam Ave & W 73 St,3167,55
40.78720869,-73.98128127,Riverside Dr & W 82 St,3169,75
40.78499979,-73.97283406,W 84 St & Columbus Ave,3170,35
40.78524672,-73.97667321,Amsterdam Ave & W 82 St,3171,39
40.7785669,-73.97754961,W 74 St & Columbus Ave,3172,27
40.777507027547976,-73.98888587951659,Riverside Blvd & W 67 St,3173,79
40.77748046,-73.98288594,W 70 St & Amsterdam Ave,3175,43
40.7867947,-73.977112,W 84 St & Broadway,3177,63
40.78414472,-73.98362492,Riverside Dr & W 78 St,3178,79
40.698617,-73.941342,Park Ave & Marcus Garvey Blvd,3179,23
40.7141454,-74.0335519,Paulus Hook,3184,14
40.7177325,-74.043845,City Hall,3185,22
40.71958611647166,-74.04311746358871,Grove St PATH,3186,42
40.7211236,-74.03805095,Warren St,3187,22
40.7182113,-74.0836394,Union St,3191,18
40.7112423,-74.0557013,Liberty Light Rail,3192,22
40.7246050998869,-74.07840594649315,Lincoln Park,3193,18
40.7253399253558,-74.06762212514877,McGinley Square,3194,22
40.73089709786179,-74.06391263008118,Sip Ave,3195,34
40.7443187,-74.0439909,Riverview Park,3196,18
40.748715945380226,-74.04044330120087,Heights Elevator,3198,18
40.7287448,-74.0321082,Newport Pkwy,3199,14
40.737711,-74.066921,Dey St,3201,18
40.7272235,-74.0337589,Newport PATH,3202,18
40.727595966,-74.044247311,Hamilton Park,3203,26
40.71653978099194,-74.0496379137039,JC Medical Center,3205,22
40.7311689,-74.0575736,Hilltop,3206,26
40.7376037,-74.0524783,Oakland Ave,3207,26
40.7241765,-74.0506564,Brunswick St,3209,22
40.742677141,-74.051788633,Pershing Field,3210,18
40.72152515,-74.046304543,Newark Ave,3211,22
40.734785818,-74.050443636,Christ Hospital,3212,22
40.71848892,-74.047726625,Van Vorst Park,3213,22
40.7127742,-74.0364857,Essex Light Rail,3214,22
40.734961020009514,-74.0595030784607,5 Corners Library,3220,18
40.743,-73.93561,47 Ave & 31 St,3221,27
40.7236589,-74.0641943,Baldwin at Montgomery,3225,14
40.78275,-73.97137,W 82 St & Central Park West,3226,45
40.76780080148132,-73.96592080593109,E 67 St & Park Ave,3231,39
40.68962188790333,-73.98304268717766,Bond St & Fulton St,3232,47
40.75724567911726,-73.97805914282799,E 48 St & 5 Ave,3233,42
40.752165280621966,-73.97992193698882,E 41 St & Madison Ave,3235,34
40.75898481399634,-73.99379968643188,W 42 St & Dyer Ave,3236,33
40.686203,-73.944694,Monroe St & Tompkins Ave,3241,19
40.69102925677968,-73.99183362722397,Schermerhorn St & Court St,3242,59
40.75892386377695,-73.96226227283478,E 58 St & 1 Ave (NE Corner),3243,29
40.73143724085228,-73.99490341544151,University Pl & E 8 St,3244,79
40.694281141397326,-73.99230033159256,Montague St & Clinton St,3246,49
40.6803560840434,-73.9476791024208,Verona Pl & Fulton St,3249,19
40.7505853470215,-73.9946848154068,8 Ave & W 31 St,3255,19
40.7277140777778,-74.01129573583603,Pier 40 - Hudson River Park,3256,23
40.72706363348306,-73.99662137031554,Mercer St & Bleecker St,3260,45
40.72951496224949,-73.99075269699097,Cooper Square & Astor Pl,3263,59
40.7124188237569,-74.03852552175522,Morris Canal,3267,14
40.71346382669195,-74.06285852193832,Lafayette Park,3268,14
40.72601172964625,-74.05038893222809,Brunswick & 6th,3269,14
40.72528910781132,-74.04557168483734,Jersey & 6th St,3270,14
40.72333158646436,-74.04595255851744,Jersey & 3rd,3272,14
40.721650724879986,-74.04288411140442,Manila & 1st,3273,18
40.71835519823214,-74.03891444206238,Columbus Drive,3275,14
40.71458403535893,-74.04281705617905,Marin Light Rail,3276,26
40.71435836870427,-74.06661093235016,Communipaw & Berry Lane,3277,14
40.72568548362901,-74.04879033565521,Monmouth and 6th,3278,14
40.721630142638354,-74.04996782541275,Dixon Mills,3279,18
40.71928220070702,-74.07126188278198,Astor Place,3280,14
40.74590996631558,-74.0572714805603,Leonard Gordon Park,3281,14
40.78307,-73.95939,5 Ave & E 88 St,3282,0
40.7882213,-73.97041561,W 89 St & Columbus Ave,3283,47
40.781410700190015,-73.95595908164978,E 88 St & Park Ave,3284,38
40.78839,-73.9747,W 87 St & Amsterdam Ave,3285,43
40.7806284,-73.9521667,E 89 St & 3 Ave,3286,39
40.789622,-73.97757,W 87 St & West End Ave,3287,47
40.778301,-73.9488134,E 88 St & 1 Ave,3288,39
40.79017948095081,-73.97288918495178,W 90 St & Amsterdam Ave,3289,32
40.7779453,-73.946041,E 89 St & York Ave,3290,35
40.7857851,-73.957481,5 Ave & E 93 St,3292,43
40.7921,-73.9739,W 92 St & Broadway,3293,24
40.7835016,-73.955327,E 91 St & Park Ave,3294,38
40.782454175279874,-73.9489196240902,E 93 St & 2 Ave,3296,73
40.6686627,-73.97988067,6 St & 7 Ave,3297,21
40.686371,-73.99383324,Warren St & Court St,3298,23
40.78813,-73.95206,E 98 St & Park Ave,3299,25
40.66514681533792,-73.97637605667114,Prospect Park West & 8 St,3300,25
40.7919557,-73.968087,Columbus Ave & W 95 St,3301,39
40.7969347,-73.9643412291,Columbus Ave & W 103 St,3302,40
40.6849894,-73.99440329,Butler St & Court St,3303,25
40.668127,-73.98377641,6 Ave & 9 St,3304,27
40.78112229934166,-73.94965589046478,E 91 St & 2 Ave,3305,73
